id,created_date,grabbed_date,tweet_age_hours,tweet_id,user_sn,tweet_text,n_retweets.x,n_favorites,created_day,dist_mean,dist_max,n_retweets.y,n_known_retweets,n_domestic,n_same_continent,n_other_continents,max_reach,per_domestic,per_same_continent,per_other_continent,unique_countries,tweeter_city,tweeter_country,tweeter_continent,geo_dist_group,global
2585,2019-09-18T14:47:28Z,2019-09-19T16:05:48Z,25.3055555555556,1174334127442731008,WerlySportsLaw,#Sportslaw Job 🚨 -- Work with our friends at the @PredsNHL as Temporary Staff Attorney: https://t.co/zeZWNF4QR1,2,14,2019-09-18,3005.6472412281732,3005.6472412281732,1,1,1,0,0,1,1,0,0,1,Memphis,USA,North America,Medium distance,TRUE
2586,2019-09-18T14:47:02Z,2019-09-19T16:05:48Z,25.3127777777778,1174334016293658624,LawInSport,"WADA publishes 2018 Annual Report themed ‘The Right Way Together’. 

https://t.co/9EKFc8Myas

#sportslaw https://t.co/ll7kilZnVh",4,3,2019-09-18,2502.836966391817,5005.673932783634,2,2,1,0,1,3,0.5,0,0.5,2,London,GBR,Europe,Medium distance,TRUE
2590,2019-09-18T13:13:30Z,2019-09-19T16:05:48Z,26.8716666666667,1174310479151489026,MNsportslaw,Expect more and more professional athletes to jump into the esports pool. (https://t.co/qiR6gtzLYq). It's why players like @IamTrevorMay and partnerships like @WomboSports will continue to excel. #esports #sportslaw,2,4,2019-09-18,14482.74359460154,14482.74359460154,1,1,0,0,1,3,0,0,1,1,Minneapolis,USA,North America,Long distance,TRUE
2594,2019-09-18T08:32:00Z,2019-09-19T16:05:48Z,31.5633333333333,1174239637818216448,prof_mark_james,"Call for papers: The Global Politics of Sport' here @SPU_MMU next march. We're looking for #sportslaw papers &amp; panels - if you're interested, drop me a line:

https://t.co/OVdOMRVZrR",16,27,2019-09-18,164.87855466831175,494.6356640049353,3,3,2,1,0,2,0.6666666666666666,0.3333333333333333,0,2,Manchester,GBR,Europe,Short distance,FALSE
2596,2019-09-18T07:33:48Z,2019-09-19T16:05:48Z,32.5333333333333,1174224989538725888,nisportslaw,"You may have noticed, I have been tweeting more about the law &amp; #gambling This is because I am adding another string to my bow &amp; today embarking on a PhD @UlsterUniPhD entitled, 

“A social-legal exploration of the relationship between gambling, broadcasting &amp; sport” 

#sportslaw https://t.co/39q32t0uh0",7,62,2019-09-18,8604.369470060445,17208.73894012089,2,2,1,0,1,3,0.5,0,0.5,2,Dublin,IRL,Europe,Long distance,TRUE
2597,2019-09-18T07:29:46Z,2019-09-19T16:05:48Z,32.6005555555556,1174223976962437120,SteveFlynnBar,Only 3 days to go before the Early Bird discount ends. Take advantage of the 20% discount before it’s too late. #sportslaw https://t.co/q2Gel4uI2d,4,4,2019-09-18,113.52440100568612,113.52440100568612,1,1,1,0,0,1,1,0,0,1,Birmingham,GBR,Europe,Short distance,FALSE
2598,2019-09-18T07:26:01Z,2019-09-19T16:05:48Z,32.6630555555556,1174223033093042181,rugbyandthelaw,"Another big #sportslaw #rugby story.

No provision for kicking them out under Salary Cap regs though, so unlikely a court could help them do that.

Perhaps they could seek an RFU  misconduct charge to relegate them... 

Nonetheless, very unlikely.
 https://t.co/w5unEauqx2",2,12,2019-09-18,0,0,3,3,3,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
2603,2019-09-18T02:03:33Z,2019-09-19T16:05:48Z,38.0375,1174141880545636353,sportslawMELB,Women in sports law: would you mind giving a shout out to the below event organised by our #sportslaw @MelbLawSchool students on Fri @WISLaw_  @moyadodd  @d_mavromati @TraceyLeeHolmes @CathMurphySport @catherineordway @Bridie_OD @angelajcollins @auswomensport @AusWomenLawyers https://t.co/XxGz4kzU2q,7,10,2019-09-18,356.89724670973663,713.7944934194733,10,10,10,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
2608,2019-09-18T00:52:23Z,2019-09-19T16:05:48Z,39.2236111111111,1174123972167909376,sportslawMELB,"#sportslaw #NFL not much to add to this headline: Antonio Brown farted in my face and didn't pay his bill, NFL star's doctor says https://t.co/I8Guq6nKzD",2,2,2019-09-18,16963.285713040143,16963.285713040143,1,1,0,0,1,3,0,0,1,1,Melbourne,AUS,Oceania,Long distance,TRUE
2610,2019-09-18T00:49:42Z,2019-09-19T16:05:48Z,39.2683333333333,1174123297723863040,sportslawMELB,#sportslaw the threat of #matchfixing in #cricket and #sport is at all levels: India probe over women's cricket match-fixing claim https://t.co/xTdiyMEJKP,3,0,2019-09-18,713.7944934194733,713.7944934194733,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
2611,2019-09-18T00:47:22Z,2019-09-19T16:05:48Z,39.3072222222222,1174122709896192000,sportslawMELB,"#sportslaw @WorldRugby policy on #gambling, applicable to players, agents, match officials, disciplinary personnel, coaching, backroom staff, owners and directors involved at the highest level can be summarized in 5 words: don't bet on rugby https://t.co/Oq1A8D3o8m",4,4,2019-09-18,8963.477368986498,17213.16024455352,10,10,5,0,5,3,0.5,0,0.5,2,Melbourne,AUS,Oceania,Long distance,TRUE
2618,2019-09-17T20:01:02Z,2019-09-19T16:05:48Z,44.0794444444444,1174050648335224832,LawInSport,"Dmitrii Smoliakov Accepts Sanction for Violation of UFC Anti-Doping Policy 

https://t.co/isT1lZWwZY

#sportslaw https://t.co/RBa1ULqUmy",1,3,2019-09-17,358.0070053202566,358.0070053202566,1,1,0,1,0,2,0,1,0,1,London,GBR,Europe,Short distance,FALSE
2620,2019-09-17T18:21:01Z,2019-09-19T16:05:48Z,45.7463888888889,1174025481345282049,LawInSport,"The Court Of Arbitration For Sport (CAS) Partially Upholds The Appeal Filed By Paris St-germain And Neymar Da Silva Santos Jr.

https://t.co/FOGjm6IDSG

#sportslaw https://t.co/BBtqTEuusn",4,5,2019-09-17,463.20354834882534,463.20354834882534,1,1,0,1,0,2,0,1,0,1,London,GBR,Europe,Short distance,FALSE
2622,2019-09-17T17:51:03Z,2019-09-19T16:05:48Z,46.2458333333333,1174017939474792448,DrTab3,"Happy #ConstitutionDay ...all of the #SportsLaw cases that implicated the Constitution remind me of the importance of law in regulating our industry. If you are considering a sport management program, make sure that it has a legal expert on faculty.",1,14,2019-09-17,872.277828540274,872.277828540274,1,1,1,0,0,1,1,0,0,1,Atlanta,USA,North America,Short distance,FALSE
2631,2019-09-17T14:42:37Z,2019-09-19T16:05:48Z,49.3863888888889,1173970517814120449,rugbyandthelaw,"This is a huge #sportslaw story. 

Howley allegedly to be charged under @WorldRugby Regulation 6 for betting offences on the eve of the #RugbyWorldCup https://t.co/dkAHHrmDtI",1,6,2019-09-17,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
2646,2019-09-19T13:22:50Z,2019-09-20T14:20:25Z,24.9597222222222,1174675216884092928,UNHLaw,#UNHLawPodcast: Professor @McCannSportsLaw discusses the State of #California's Fair Pay to Play Act and the impact it will have on college athletes and the #NCAA if it becomes law #sportslaw https://t.co/Y2kzcclvaF,1,3,2019-09-19,0,0,1,1,1,0,0,1,1,0,0,1,Boston,USA,North America,Short distance,FALSE
2647,2019-09-19T12:19:09Z,2019-09-20T14:20:25Z,26.0211111111111,1174659187483303936,rugbyandthelaw,"THREAD. #RWC2019 starts tomorrow. Here are my top 5 #sportslaw stories of the tournament so far:

1) Spain v World Rugby - the qualification dispute on eligibility &amp; referee bias which cost @ferugby their place in tomorrow's opener - via @KeepCalmTalkLaw  https://t.co/6EUfmX73sJ",6,15,2019-09-19,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
2648,2019-09-19T09:39:10Z,2019-09-20T14:20:25Z,28.6875,1174618929995636736,nisportslaw,"This research (above) will be an Island of #Ireland study. 

It will be looking into all the legal regulations [laws] on the Island that govern #gambling #broadcasting &amp; the #sports industry. 

#sportslaw #problemgambling 

⚽️ 💷",1,7,2019-09-19,0,0,1,1,1,0,0,1,1,0,0,1,Dublin,IRL,Europe,Short distance,FALSE
2651,2019-09-19T08:46:14Z,2019-09-20T14:20:25Z,29.5697222222222,1174605608974192640,CRS_Sport,1/2 Football's leaders (incl. @FIFAcom &amp; @UEFA) escalate #piracy prevention efforts with report to say a Saudi-based satellite services provider has been enabling #beoutQ to operate. Is pressure mounting on the Saudi state to take action? #sportslaw https://t.co/EHKFQnpjtC,1,2,2019-09-19,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
2653,2019-09-19T07:28:25Z,2019-09-20T14:20:25Z,30.8666666666667,1174586021872328704,rugbyandthelaw,"An explainer on World Rugby’s betting rules, and the sanctions that may follow for their breach.

By @rugbyandthelaw via @therugbymag 

#sportslaw #RobHowley #RWC2019 #Walesrugby #gambling 
https://t.co/NEfXNAhIGb",5,6,2019-09-19,0,0,4,4,4,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
2659,2019-09-18T23:21:29Z,2019-09-20T14:20:25Z,38.9822222222222,1174463482277662720,sportslawMELB,"#sportslaw 15% chance for Greene. two grounds: improper classification of the offence &amp; failing that, irrationality of first decision commensurate to the evidence. video on a loop, debates on whether nose in the eye area etc. sin bins would avoid all this https://t.co/w11qQduvtP",2,0,2019-09-18,713.7944934194733,713.7944934194733,3,3,3,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
2666,2019-09-18T18:28:38Z,2019-09-20T14:20:25Z,43.8630555555556,1174389786934677505,LawTop20,"Another long day at #SportResolutions for an #antidoping hearing. 
#sportslaw #antidopinglaw https://t.co/EXGJEuJzmo",3,18,2019-09-18,154.66990261320203,262.16433743995213,2,2,2,0,0,1,1,0,0,1,Manchester,GBR,Europe,Short distance,FALSE
2667,2019-09-18T17:51:01Z,2019-09-20T14:20:25Z,44.49,1174380317848887306,LawInSport,"Sports law and business jobs - EU Athletes Internship 

https://t.co/eFJ2hgp5Vd

#sportslaw",7,7,2019-09-18,2971.44018419095,5584.873363061643,2,2,0,1,1,3,0,0.5,0.5,2,London,GBR,Europe,Medium distance,TRUE
2672,2019-09-18T15:56:24Z,2019-09-20T14:20:25Z,46.4002777777778,1174351473360216071,rugbyandthelaw,"NEW ARTICLE: My analysis of @WorldRugby Betting Regulations and the process which will be followed in Rob Howley case, including the potential for sanction (should he have a case to answer). 
Via @therugbymag 

#sportslaw #gambling #RugbyWorldCup https://t.co/E16PlhZHYU",2,6,2019-09-18,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
2674,2019-09-22T11:06:56Z,2019-09-23T11:44:41Z,24.6291666666667,1175728179606171650,nisportslaw,"Australia winger Reece Hodge has been cited by John Montgomery (Scotland) for an act of foul play contrary to Law 9.13

Hodge will attend a hearing before an independent judicial committee chaired by Nigel Hampton #sportslaw #RWC2019JAPAN",1,1,2019-09-22,17208.73894012089,17208.73894012089,1,1,0,0,1,3,0,0,1,1,Dublin,IRL,Europe,Long distance,TRUE
2687,2019-09-22T05:15:26Z,2019-09-23T11:44:41Z,30.4875,1175639720568557568,sportslawMELB,#sportslaw #doping this will get very messy; Russia faces exclusion from Tokyo Olympics over suspected data tampering at drug-testing lab - what IOC will do this time (blanket ban as in Paralympics) or neutral/invitee type compromise? https://t.co/USwAYX1HlM via @telegraphsport,5,4,2019-09-22,713.7944934194733,713.7944934194733,6,6,6,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
2694,2019-09-21T22:23:28Z,2019-09-23T11:44:41Z,37.3536111111111,1175536047406686209,AmiinahRawa,Working on an article for @lexsportivablog on racism in Football and I have to say that I truely can’t believe/understand how some people can shamelessly say that “monkey chants are not racist” 🤦‍♀️🤦‍♀️ #Racism #Football #NewArticleComingSoon #LexSpotivaBlog #SportsLaw #SayNoToRacism,6,5,2019-09-21,9291.098014393045,9291.098014393045,1,1,0,0,1,3,0,0,1,1,Sao Paulo,BRA,South America,Medium distance,TRUE
2703,2019-09-21T06:11:15Z,2019-09-23T11:44:41Z,53.5572222222222,1175291378789601281,EskaLaw,"طبق یک قاعده کلی، رسیدگی به اختلافات میان باشگاه‌ها و بازیکنان، اگر جنبه بین‌المللی داشته باشد، در صلاحیت اتاق حل اختلاف فیفا (#DRC) است.
(ماده ۲۲ مقررات وضعیت و نقل و انتقال بازیکنان #فیفا)

#حقوق‌ورزش
#SportsLaw https://t.co/sl6PlFU6zp",2,8,2019-09-21,0,0,1,1,1,0,0,1,1,0,0,1,Tehran,IRN,Asia,Short distance,FALSE
2711,2019-09-20T18:16:45Z,2019-09-23T11:44:41Z,65.4655555555556,1175111570109685761,HakeemEsq,Know any law students interested in working in the best legal department in sports? Encourage them to apply below! ⬇️ #SportsLaw 🏁 https://t.co/KXqCo4BRQA,4,4,2019-09-20,2429.9225358420904,2429.9225358420904,1,1,1,0,0,1,1,0,0,1,Minneapolis,USA,North America,Short distance,FALSE
2714,2019-09-20T15:29:57Z,2019-09-23T11:44:41Z,68.2455555555556,1175069593548808192,LombardiAssocs,"The Court of Arbitration have published around 70 new cases on their website, including a number of cases in which we acted. All available to view here
https://t.co/n5Lmc0PVLH
#sportslaw #CAS",7,21,2019-09-20,11222.918202203982,16924.01669864645,2,2,0,0,2,3,0,0,1,2,Glasgow,GBR,Europe,Long distance,TRUE
2718,2019-09-20T13:47:25Z,2019-09-23T11:44:41Z,69.9544444444444,1175043789280501761,WilliamFryLaw,"Wishing the Irish team the best of luck on Sunday! 
#RWC19 #Rugby #TeamOfUs #ShoulderToShoulder #Ireland #WilliamFry #WFSports #Sports #sportslaw https://t.co/7bbY5ZHQTO",1,2,2019-09-20,0,0,1,1,1,0,0,1,1,0,0,1,Dublin,IRL,Europe,Short distance,FALSE
2720,2019-09-20T12:32:02Z,2019-09-23T11:44:41Z,71.2108333333333,1175024820179865600,z8_LJ,"Čez slab mesec bo en zelo zanimiv kongres v Sarajevu, poglejte na https://t.co/zGkb53zk0i! #sportslaw #powered #by #fksarajevo",1,1,2019-09-20,0,0,1,1,1,0,0,1,1,0,0,1,Budapest,HUN,Europe,Short distance,FALSE
2726,2019-09-20T08:44:34Z,2019-09-23T11:44:41Z,75.0019444444444,1174967575316332576,sportslawMELB,Excellent start for the ⁦@MelbLawSchool⁩ #sportslaw student association - tonight’s theme is women in sports law. https://t.co/AukBiKyHa7,2,10,2019-09-20,713.7944934194733,713.7944934194733,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
2727,2019-09-20T08:24:52Z,2019-09-23T11:44:41Z,75.3302777777778,1174962619330908160,LawInSport,"Early Bird tickets for The Future of Sports Law &amp; Business Conference organised by @Kings_Chambers &amp; @edgehill on 1 Nov 2019 ends today! 

Topics include football agency, concussion, sport finances &amp; more!  

Secure your place here: https://t.co/dwFdMS6Em9

#sportslaw https://t.co/d0yXi8Yos0",4,9,2019-09-20,54.32722684782579,162.98168054347738,6,6,6,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
2733,2019-09-20T04:23:31Z,2019-09-23T11:44:41Z,79.3527777777778,1174901878934519808,sportslawMELB,"#sportslaw NRL has called for apology from Souths star Sam Burgess and threatened legal action (defamation) as player labelled NRL judiciary a ""kangaroo court"". Head of NRL judiciary is a Supreme Court judge https://t.co/OGA3qHB7SJ",4,2,2019-09-20,713.7944934194733,713.7944934194733,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
2734,2019-09-20T04:15:24Z,2019-09-23T11:44:41Z,79.4880555555556,1174899835473842176,sportslawMELB,#sportslaw #Olympics good initiative by @iocmedia  IOC Library has made available digital documents of Summer and Olympic Games bids from 1928 to 2028 - one for @prof_guy_osborn @prof_mark_james https://t.co/ieDNg73OIt,4,9,2019-09-20,8484.014845262045,16968.02969052409,2,2,1,0,1,3,0.5,0,0.5,2,Melbourne,AUS,Oceania,Long distance,TRUE
2735,2019-09-20T04:11:03Z,2019-09-23T11:44:41Z,79.5605555555556,1174898740726886402,sportslawMELB,"#sportslaw very interesting piece here on #concussion Female athletes seek specialty medical treatment later than male athletes for sports-related concussions (SRC), and this delay may cause them to experience more symptoms and longer recoveries https://t.co/7oDlyxdJU3",3,3,2019-09-20,16931.98794681853,16931.98794681853,6,6,0,0,6,3,0,0,1,1,Melbourne,AUS,Oceania,Long distance,TRUE
2757,2019-09-19T22:50:01Z,2019-09-23T11:44:41Z,84.9111111111111,1174817953797332993,LawInSport,"Why FIFA needs to provide a specific regulatory framework for football coaches (the difficulties in resolving club-coach disputes and the application of Swiss law) 

@jfvandellos 

https://t.co/FtqBqa6oZX

#sportslaw https://t.co/PY0fRl9alW",5,7,2019-09-19,8673.44448790795,16988.88197049564,2,2,0,1,1,3,0,0.5,0.5,2,London,GBR,Europe,Long distance,TRUE
2760,2019-09-19T20:07:37Z,2019-09-23T11:44:41Z,87.6177777777778,1174777084679479296,kenshropshire,"”That can bring the number, conservatively, down as low as $350,000 for your first contract, and as Shenault says, ""You haven't even bought your mother a home.""” #SportsBiz #SportsLaw",2,0,2019-09-19,130.10848228067425,130.10848228067425,1,1,1,0,0,1,1,0,0,1,Philadelphia,USA,North America,Short distance,FALSE
2789,2019-09-24T18:23:00Z,2019-09-26T07:08:00Z,36.75,1176562695669190656,LawInSport,"Sports law and business jobs - Legal Counsel

Fédération Equestre Internationale

https://t.co/Alejymx5cp

#sportslaw",2,7,2019-09-24,358.0070053202566,358.0070053202566,1,1,0,1,0,2,0,1,0,1,London,GBR,Europe,Short distance,FALSE
2795,2019-09-24T17:09:25Z,2019-09-26T07:08:00Z,37.9763888888889,1176544177036898304,CRS_Sport,Underway at our Safeguarding in the Digital Age event! #safeguarding  #integrity #sportslaw #CRSIntegrity https://t.co/2X9UQS9Uod,1,0,2019-09-24,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
2805,2019-09-24T09:23:55Z,2019-09-26T07:08:00Z,45.7347222222222,1176427027743854592,LombardiAssocs,"A fantastic overview of the @EdinSportsConf written for @Eurosport by the wonderful @PhilippeAuclair. Great recognition of the conference put on by our team @Paolo_Lombardi @phmlombardi @pasto_luca @James_Mungavin @ilaing14 #edinsportsconf #sportslaw #fifa
https://t.co/9AqDelZOME",2,4,2019-09-24,0,0,1,1,1,0,0,1,1,0,0,1,Glasgow,GBR,Europe,Short distance,FALSE
2821,2019-09-23T23:25:12Z,2019-09-26T07:08:00Z,55.7133333333333,1176276355765243905,sportslawMELB,"#sportslaw Israel Folau plans to return to rugby league with Tongan national team, approval not yet granted. Interesting, as he is using restraint of trade in his legal case https://t.co/UmxI4eGUgO via @abcnews",4,3,2019-09-23,16898.358627438487,16898.358627438487,1,1,0,0,1,3,0,0,1,1,Melbourne,AUS,Oceania,Long distance,TRUE
2824,2019-09-23T21:33:50Z,2019-09-26T07:08:00Z,57.5694444444444,1176248330244022278,nisportslaw,"When #sport #BrexitChaos #Immigration #HumanRights all collide. 

⁦@Glentoran⁩ manager Mick McDermott's wife in visa crisis that will force her to leave NI

#sportslaw  https://t.co/LOrUFStCtu",4,4,2019-09-23,0,0,1,1,1,0,0,1,1,0,0,1,Dublin,IRL,Europe,Short distance,FALSE
2825,2019-09-23T21:22:57Z,2019-09-26T07:08:00Z,57.7508333333333,1176245592705646592,nisportslaw,"Haven’t formed a crystallised view on gambling #regulation yet but the law around #gambling and #advertising in sport needs to be radically reformed, before this #Health epidemic gets worse. A very good article nonetheless  #Sportslaw #advertisingweek 

https://t.co/qGLsTXHCQN",3,8,2019-09-23,0,0,1,1,1,0,0,1,1,0,0,1,Dublin,IRL,Europe,Short distance,FALSE
2827,2019-09-23T20:16:25Z,2019-09-26T07:08:00Z,58.8597222222222,1176228849979461633,WomaninHavana,"#sportslaw 

Very much looking forward to this @BASL_Sport_Law event next month and hope to see some of you there for this interesting &amp; very timely debate. 
#sport #equalityinsport #discriminationlaw https://t.co/sGx3o8SjCi",2,14,2019-09-23,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
2834,2019-09-23T14:51:35Z,2019-09-26T07:08:00Z,64.2736111111111,1176147101601980420,PoldervaartPSB,Collectie uitgebreid 👌🏼 #sportslaw https://t.co/iSJdAv9CTW,2,8,2019-09-23,0,0,1,1,1,0,0,1,1,0,0,1,Amsterdam,NLD,Europe,Short distance,FALSE
2836,2019-09-23T14:10:35Z,2019-09-26T07:08:00Z,64.9569444444444,1176136784176144384,BenVanRompuy,#Sportslaw Full @EU_Competition decision in #ISU Eligibility Rules #antitrust case now available; including the previously redacted section on #CAS #arbitration and #EUlaw #Competitionlaw (paras. 268-286) https://t.co/PhndUSDoBC https://t.co/WawayqPH8C,13,22,2019-09-23,330.7000666969745,1148.8082859377482,4,4,2,2,0,2,0.5,0.5,0,3,Amsterdam,NLD,Europe,Short distance,FALSE
2839,2019-09-23T12:00:05Z,2019-09-26T07:08:00Z,67.1319444444444,1176103942515806208,SNafissi,"It will be an honor for me to speak about the influence of third parties on clubs (art. 18bis #RSTP) during #ISLJConf19. 

One month to go!

#Droitdusport #Sportslaw #FIFA #Transfer #Asser https://t.co/zXC8SpnVku",2,15,2019-09-23,615.2538914971785,615.2538914971785,1,1,0,1,0,2,0,1,0,1,Zurich,CHE,Europe,Short distance,FALSE
2840,2019-09-23T11:47:45Z,2019-09-26T07:08:00Z,67.3375,1176100839771049984,TMCAsser,"A key topic at this year's edition of #ISLJConf19 will be transfer systems in international #sports. We interviewed speaker @SNafissi about his upcoming talk on third-party influence on football clubs. Read more: 
https://t.co/n0PlDILv4I
#sportslaw #ISLJconf19 https://t.co/t2istcpfPe",3,10,2019-09-23,0,0,1,1,1,0,0,1,1,0,0,1,Amsterdam,NLD,Europe,Short distance,FALSE
2845,2019-09-23T10:00:05Z,2019-09-26T07:08:00Z,69.1319444444444,1176073743317311488,EH_Lawyer,"Come along and listen to leading experts discuss #football agents, #concussion bullying in sport, financial sustainability &amp; many other important issues at our conference on 1 November 2019. @KevSportsLaw @eusportslaw #sportslaw https://t.co/kNmKRv5GDF https://t.co/RfFTrKvO1Y",2,2,2019-09-23,113.52440100568612,113.52440100568612,1,1,1,0,0,1,1,0,0,1,Manchester,GBR,Europe,Short distance,FALSE
2846,2019-09-23T09:54:17Z,2019-09-26T07:08:00Z,69.2286111111111,1176072282344701953,rugbyandthelaw,"A final push for this piece on Rob Howley before kick-off in #WALvGEO 

A full analysis of World Rugby's betting and anti-corruption regulations which apply to the Howley investigation.
#RWC2019 #sportslaw
https://t.co/IwPo0bhYGB",2,5,2019-09-23,0,0,2,2,2,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
2855,2019-09-23T07:10:42Z,2019-09-26T07:08:00Z,71.955,1176031118061166594,BrabnersSport,"Negligence claims arising out of on-field challenges are becoming more common and more complex, particularly when trying to quantify losses. Our article in July’s ⁦@fcbusiness⁩ takes a closer look #sportslaw https://t.co/P97qlKduA7",12,16,2019-09-23,15.725155928817314,47.17546778645194,3,3,3,0,0,1,1,0,0,1,Manchester,GBR,Europe,Short distance,FALSE
2871,2019-09-25T23:44:59Z,2019-09-27T05:47:44Z,30.0458333333333,1177006113964744705,DWF_Australia,"In a major boost to sports integrity, Australia's National Sports Tribunal (NST) will soon be established for a two year trial. Read @MatJessep's legal update here to find out how the implications of the NST might affect you: https://t.co/dzCnU0Alwi #SportsLaw",1,4,2019-09-25,713.7944934194733,713.7944934194733,1,1,1,0,0,1,1,0,0,1,Melbourne,AUS,Oceania,Short distance,FALSE
2872,2019-09-25T21:39:01Z,2019-09-27T05:47:44Z,32.1452777777778,1176974413352378368,LawInSport,"For details on 'Contemporary Issues in Sports Law and Practice 2019-Conference' on 1st November 2019 at De Montfort University’s/13:00
see - link, to register and attend.

https://t.co/mjHpdFhh4R

#sportslaw https://t.co/55ZFVyyutA",2,3,2019-09-25,262.16433743995213,262.16433743995213,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
2873,2019-09-25T20:42:15Z,2019-09-27T05:47:44Z,33.0913888888889,1176960127414484992,iChampionWomen,"Champion Women has been writing detailed legal memos to universities since 2015 - nailing them for their failure to give women the same educational sports opportunities they provide men, waaaaayy out of #TitleIX compliance. 😡#SportsLaw #highereducation 
https://t.co/VVlzklEwCr",3,20,2019-09-25,0,0,1,1,1,0,0,1,1,0,0,1,Jacksonville,USA,North America,Short distance,FALSE
2883,2019-09-25T12:53:56Z,2019-09-27T05:47:44Z,40.8966666666667,1176842270848561153,idrottsforum,NEW BOOK REVIEW | Jack Anderson reviews «The Court of Arbitration for Sport and Its Jurisprudence: An Empirical Inquiry into Lex Sportiva» by Johan Lindholm @TMCAsser #sportslaw #sportlaw #lexsportiva https://t.co/Y7yH41PCHP https://t.co/DguMWkQXrx,5,8,2019-09-25,4066.8466186838878,9690.363288930597,3,3,0,2,1,3,0,0.6666666666666666,0.3333333333333333,3,Stockholm,SWE,Europe,Medium distance,TRUE
2889,2019-09-25T10:29:01Z,2019-09-27T05:47:44Z,43.3119444444444,1176805800666419200,rugbyandthelaw,"As predicted, Hodge given a 3-week ban. There’s no “shock” about it.

Full analysis to follow.

#RWC2019 #Discipline #FIJvAUS #sportslaw https://t.co/R6k00iiP1A",3,19,2019-09-25,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
2895,2019-09-26T08:21:03Z,2019-09-27T09:27:14Z,25.1030555555556,1177135985496399872,MaxxyB,For basketball sports lawyers  and ballers check out recent decisions and awards from the Basketball arbitral tribunal via @LKKSportsLaw #basketball #sportslaw https://t.co/fH56KttKY5,4,5,2019-09-26,0,0,1,1,1,0,0,1,1,0,0,1,Lagos,NGA,Africa,Short distance,FALSE
2898,2019-09-26T07:34:29Z,2019-09-27T09:27:14Z,25.8791666666667,1177124264526434304,nisportslaw,"This is why I am @UlsterUniPhD Researcher, my work, 

 “A social-legal exploration of the relationship between gambling, broadcasting &amp; sport”, an island of Ireland study. 

#sportslaw #gambling #regulation #policy #Advertising",1,5,2019-09-26,0,0,1,1,1,0,0,1,1,0,0,1,Dublin,IRL,Europe,Short distance,FALSE
2902,2019-09-26T06:35:49Z,2019-09-27T09:27:14Z,26.8569444444444,1177109500660043776,sportslawMELB,"Reviewed
@jlindholm book on CAS - excellent, scholarly work, would encourage anyone with an interest in #sportslaw &amp; the fair resolution of sports disputes to read it @Sportslaw_Asser @Ant1Duval @BenVanRompuy  https://t.co/c4nasKgkRI via @idrottsforum",5,16,2019-09-26,16497.42488724275,16963.285713040143,4,4,0,0,4,3,0,0,1,3,Melbourne,AUS,Oceania,Long distance,TRUE
2908,2019-09-27T14:00:09Z,2019-09-28T14:58:31Z,24.9727777777778,1177583709723250688,rugbyandthelaw,"Samoa hooker Matu'u gets 3-week ban. https://t.co/kV3UvtywEd

Read my guide to the incident and disciplinary process here: https://t.co/FUk9K1tuNT
As with Lee-Lo, this seems on the lenient side - given how reckless it was - but not quite ""Top-end"" entry point.
#RWC2019 #sportslaw",3,1,2019-09-27,0,0,1,1,1,0,0,1,1,0,0,1,London,GBR,Europe,Short distance,FALSE
2911,2019-09-27T13:27:04Z,2019-09-28T14:58:31Z,25.5241666666667,1177575385019686912,AntonioRigozzi,"As an aside, it is somewhat paradoxical that the Court vested with the prerogative to enforce Article 6(1) ECHR has taken 12 years to render a 12-page decision #sportslaw https://t.co/PpJRpPeok0",2,8,2019-09-27,615.2538914971785,615.2538914971785,1,1,0,1,0,2,0,1,0,1,Zurich,CHE,Europe,Short distance,FALSE
